Date,Issuer,Symbol,Lead/Joint-Lead  Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Chg Opening,$ Chg Close,Star Ratings,Performed
11/18/2010,LPL investmens ,LPLA,Goldman Sachs/Morgan Stanley,$30.00 ,$33.05 ,$32.15 ,7.17%,$3.05 ,$2.15 ,2,
11/19/2010,Aeroflex Holdings ,ARX,"Goldman, Sachs/ Credit Suisse/ J.P. Morgan/ Morgan Stanley",$13.50 ,$12.67 ,$12.67 ,-6.15%,($0.83),($0.83),1,
11/19/2010,Lizhan Environmental ,LZEN,Maxim Group LLC,$4.00 ,$4.00 ,$4.01 ,0.25%,$0.00 ,$0.01 ,1,
11/23/2010,China Xiniya Fashion Limited ,XNY,Cowen,$11.00 ,$11.00 ,$9.95 ,-9.55%,$0.00 ,($1.05),1,Missed
11/23/2010,Zogenix ,ZGNX,Wells Fargo Securities/ Leerink Swann,$4.00 ,$5.00 ,$3.98 ,-0.50%,$1.00 ,($0.02),1,
11/24/2010,Anacor Pharmaceuticals ,ANAC,Citi/ Deutsche Bank Securities,$5.00 ,$5.00 ,$5.09 ,1.80%,$0.00 ,$0.09 ,1,
11/24/2010,L&L Acquisition ,LLACQU,Morgan Joseph,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
11/24/2010,SYSWIN ,SYSW,Morgan Stanley,$7.00 ,$7.00 ,$6.20 ,-11.43%,$0.00 ,($0.80),1,
12/2/2010,FXCM ,FXCM,Credit Suisse/ J.P. Morgan/ Citi,$14.00 ,$15.00 ,$14.85 ,6.07%,$1.00 ,$0.85 ,1,Missed
12/7/2010,Targa Resources Investments ,TRGP,Barclays Capital,$22.00 ,$24.10 ,$24.70 ,12.27%,$2.10 ,$2.70 ,2,
12/8/2010,CTPartners Executive Search  ,CTP,William Blair & Company/ C.L. King & Associates,$13.00 ,$13.00 ,$13.00 ,0.00%,$0.00 ,$0.00 ,2,Missed
12/8/2010,E-Commerce China Dangdang ,DANG,Credit Suisse/ Morgan Stanley,$16.00 ,$24.50 ,$29.91 ,86.94%,$8.50 ,$13.91 ,3,
12/8/2010,Youku.com ,YOKU,Goldman Sachs (Asia),$12.80 ,$27.00 ,$27.00 ,110.94%,$14.20 ,$14.20 ,3,
12/9/2010,Bona Film Group Limited ,BONA,BofA Merrill Lynch/ J.P. Morgan,$8.50 ,$8.50 ,$6.60 ,-22.35%,$0.00 ,($1.90),2,Missed
12/9/2010,First Republic Bank ,FRC,BofA Merrill Lynch/ Morgan Stanley/ J.P. Morgan,$25.50 ,$27.25 ,$27.92 ,9.49%,$1.75 ,$2.42 ,1,
12/9/2010,SemiLeds ,LEDS,BofA Merrill Lynch/ Barclays Capital/ Jefferies,$17.00 ,$23.14 ,$25.76 ,51.53%,$6.14 ,$8.76 ,3,
12/10/2010,FlatWorld Acquisition ,FTWAU,Rodman & Renshaw/ EarlyBirdCapital,$10.00 ,$10.00 ,$10.01 ,0.10%,$0.00 ,$0.01 ,1,
12/10/2010,Lentuo International ,LAS,Cowen/ HSBC,$8.00 ,$8.50 ,$8.38 ,4.75%,$0.50 ,$0.38 ,1,
12/10/2010,Sky-mobi Limited  ,MOBI,Citi,$8.00 ,$6.00 ,$6.00 ,-25.00%,($2.00),($2.00),1,
12/14/2010,iSoftStone Holdings Limited ,ISS,UBS Investment Bank/ J.P. Morgan/ Morgan Stanley,$13.00 ,$16.00 ,$16.20 ,24.62%,$3.00 ,$3.20 ,2,
12/15/2010,FleetCor Technologies ,FLT,"J.P. Morgan/ Goldman, Sachs",$23.00 ,$25.00 ,$27.75 ,20.65%,$2.00 ,$4.75 ,2,
12/15/2010,GAIN Capital Holdings ,GCAP,Morgan Stanley/Deutsche Bank,$9.00 ,$9.05 ,$8.85 ,-1.67%,$0.05 ,($0.15),1,
12/15/2010,RigNet ,RNET,Deutsche Bank Securities/ Jefferies & Company,$12.00 ,$12.00 ,$12.55 ,4.58%,$0.00 ,$0.55 ,1,
12/15/2010,Walker & Dunlop ,WD,"Credit Suisse/ Keefe, Bruyette & Woods/ Morgan Stanley",$10.00 ,$9.90 ,$9.90 ,-1.00%,($0.10),($0.10),1,
12/16/2010,Swift Holdings ,SWFT,Morgan Stanley/ BofA Merrill Lynch/ Wells Fargo Securities,$11.00 ,$11.00 ,$11.10 ,0.91%,$0.00 ,$0.10 ,1,
12/17/2010,Fortegra Financial ,FRF,Piper Jaffray/ SunTrust Robinson Humphrey,$11.00 ,$11.00 ,$11.00 ,0.00%,$0.00 ,$0.00 ,1,
12/17/2010,"QR Energy, LP ",QRE,Wells Fargo Securities,$20.00 ,$19.90 ,$19.60 ,-2.00%,($0.10),($0.40),1,
12/16/2010,Ventrus Biosciences ,VTUS,"Rodman & Renshaw, LLC/ National Securities",$6.00 ,$7.47 ,$6.30 ,5.00%,$1.47 ,$0.30 ,1,
12/21/2010,"Ossen Innovation Co., Ltd. ",OSN,"Global Hunter Securities, LLC/ Knight Capital Markets",$4.50 ,$4.74 ,$4.25 ,-5.56%,$0.24 ,($0.25),1,
