Date,Issuer,Symbol,Lead/Joint-Lead  Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Chg Opening,$ Chg Close,Star Ratings,Performed
1/31/2014,Trevena ,TRVN,Barclays/ Jefferies,$7.00 ,$7.11 ,$6.50 ,-7.14%,$0.11 ,($0.50),2,Missed
1/31/2014,Ultragenyx Pharmaceutical ,RARE,J.P. Morgan/ Morgan Stanley,$21.00 ,$45.80 ,$42.25 ,101.19%,$24.80 ,$21.25 ,1,
2/5/2014,Auspex Pharmaceuticals  ,ASPX,Stifel/ BMO Capital Markets,$11.00 ,$14.49 ,$15.66 ,42.36%,$3.49 ,$4.66 ,2,
2/5/2014,Biocept  ,BIOC,Aegis Capital,$10.00 ,$10.00 ,$9.40 ,-6.00%,$0.00 ,($0.60),1,
2/5/2014,Continental Building Products ,CBPX,Citigroup/ Credit Suisse/ Barclays/ Deutsche Bank Securities/ RBC Capital Markets,$14.00 ,$14.66 ,$15.19 ,8.50%,$0.66 ,$1.19 ,1,
2/5/2014,Genocea Biosciences ,GNCA,Citigroup/ Cowen and Company,$12.00 ,$11.73 ,$11.00 ,-8.33%,($0.27),($1.00),3,Missed
2/5/2014,uniQure B.V.   ,QURE,Jefferies/ Leerink Swann,$17.00 ,$17.00 ,$14.61 ,-14.06%,$0.00 ,($2.39),2,Missed
2/6/2014,CM Finance ,CMFN,"Raymond James/ Keefe, Bruyette & Woods (A Stifel Company)/ Oppenheimer",$15.00 ,$15.30 ,$15.81 ,5.40%,$0.30 ,$0.81 ,1,
2/6/2014,Egalet   ,EGLT,Stifel/ JMP Securities,$12.00 ,$12.50 ,$12.00 ,0.00%,$0.50 ,$0.00 ,2,
2/6/2014,Eleven Biotherapeutics ,EBIO,Citigroup/ Cowen and Company/ Leerink Swann,$10.00 ,$10.38 ,$10.85 ,8.50%,$0.38 ,$0.85 ,2,
2/6/2014,Ladder Capital ,LADR,Deutsche Bank Securities/ Citigroup/ Wells Fargo Securities/ BofA Merrill Lynch/ J.P. Morgan,$17.00 ,$16.50 ,$16.99 ,-0.06%,($0.50),($0.01),1,
2/6/2014,Revance Therapeutics ,RVNC,Cowen and Company/ Piper Jaffray,$16.00 ,$21.00 ,$26.85 ,67.81%,$5.00 ,$10.85 ,2,
2/7/2014,Argos Therapeutics  ,ARGS,Piper Jaffray/ Stifel/ JMP Securities,$8.00 ,$9.00 ,$8.00 ,0.00%,$1.00 ,$0.00 ,2,
2/11/2014,NephroGenex ,NRX,Aegis Capital Corp,$12.00 ,$12.12 ,$11.54 ,-3.83%,$0.12 ,($0.46),1,
2/12/2014,Eagle Pharmaceuticals  ,EGRX,Piper Jaffray/ William Blair,$15.00 ,$15.50 ,$12.83 ,-14.47%,$0.50 ,($2.17),2,
2/12/2014,Flexion Therapeutics ,FLXN,BMO Capital Markets/ Wells Fargo Securities,$13.00 ,$16.00 ,$14.71 ,13.15%,$3.00 ,$1.71 ,1,
2/12/2014,Talmer Bancorp ,TLMR,"Keefe, Bruyette & Woods (A Stifel Company )/ J.P.Morgan",$13.00 ,$13.75 ,$13.80 ,6.15%,$0.75 ,$0.80 ,2,
2/13/2014,Amedica  ,AMDA,JMP Securities,$5.75 ,$6.16 ,$5.39 ,-6.26%,$0.41 ,($0.36),1,
2/13/2014,Boulevard Acquisition  ,BLVDU,Citigroup,$10.00 ,$10.50 ,$10.00 ,0.00%,$0.50 ,$0.00 ,1,
2/13/2014,Concert Pharmaceuticals  ,CNCE,UBS Investment Bank/ Wells Fargo Securities,$14.00 ,$15.75 ,$14.18 ,1.29%,$1.75 ,$0.18 ,2,
2/13/2014,Installed Building Products ,IBP,Deutsche Bank Securities/ UBS Investment Bank,$11.00 ,$12.30 ,$12.80 ,16.36%,$1.30 ,$1.80 ,1,
2/14/2014,Inogen ,INGN,J.P. Morgan/ Leerink Swann,$16.00 ,$16.00 ,$15.15 ,-5.31%,$0.00 ,($0.85),3,Missed
2/21/2014,Semler Scientific ,SMLR,Aegis Capital Corp,$7.00 ,$6.00 ,$6.99 ,-0.14%,($1.00),($0.01),1,
2/27/2014,Lumenis Ltd.,LMNS,Goldman Sachs/ Credit Suisse/ Jefferies,$12.00 ,$12.50 ,$12.15 ,1.25%,$0.50 ,$0.15 ,1,
2/28/2014,Varonis Systems ,VRNS,Morgan Stanley/ Barclays Capital/ Jefferies,$22.00 ,$39.00 ,$44.00 ,100.00%,$17.00 ,$22.00 ,3,
3/6/2014,TriplePoint Venture Growth BDC ,TPVG,Morgan Stanley/ Wells Fargo Securities/ Goldman Sachs/ Credit Suisse/ UBS Investment Bank,$15.00 ,$15.00 ,$15.65 ,4.33%,$0.00 ,$0.65 ,1,
3/7/2014,Aquinox Pharmaceuticals  ,AQXP,Jefferies/ Cowen and Company,$11.00 ,$11.80 ,$11.95 ,8.64%,$0.80 ,$0.95 ,2,
3/7/2014,COUPONS.com ,COUP,Goldman Sachs/ Allen & Company/ BofA Merrill Lynch/ RBC Capital Markets,$16.00 ,$27.15 ,$30.00 ,87.50%,$11.15 ,$14.00 ,3,
3/7/2014,Recro Pharma  ,REPH,Aegis Capital Corp,$8.00 ,$8.53 ,$8.30 ,3.75%,$0.53 ,$0.30 ,1,
3/12/2014,Achaogen ,AKAO,Credit Suisse/ Cowen and Company,$12.00 ,$12.85 ,$14.30 ,19.17%,$0.85 ,$2.30 ,2,
3/13/2014,Dipexium Pharmaceuticals  ,DPRX,Oppenheimer & Co.,$12.00 ,$14.60 ,$14.40 ,20.00%,$2.60 ,$2.40 ,1,Missed
3/13/2014,Galmed Pharmaceuticals ,GLMD,Maxim Group LLC,$13.50 ,$17.00 ,$14.31 ,6.00%,$3.50 ,$0.81 ,1,
3/13/2014,Castlight Health   ,CSLT,Goldman Sachs/ Morgan Stanley,$16.00 ,$37.50 ,$39.80 ,148.75%,$21.50 ,$23.80 ,3,
3/19/2014,Paylocity Holding  ,PCTY,Deutsche Bank Securities/ BofA Merrill Lynch/ William Blair,$17.00 ,$31.00 ,$24.04 ,41.41%,$14.00 ,$7.04 ,3,
3/20/2014,Akebia Therapeutics ,AKBA,Morgan Stanley/ Credit Suisse/ UBS Investment Bank,$17.00 ,$22.90 ,$26.69 ,57.00%,$5.90 ,$9.69 ,3,
3/20/2014,MediWound Ltd.   ,MDWD,Credit Suisse/ Jefferies/ BMO Capital Markets,$14.00 ,$16.00 ,$17.27 ,23.36%,$2.00 ,$3.27 ,3,
3/20/2014,Q2 Holdings ,QTWO,J.P. Morgan/ Stifel,$13.00 ,$16.25 ,$15.17 ,16.69%,$3.25 ,$2.17 ,3,
3/21/2014,A10 Networks ,ATEN,Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan Securities/ RBC Capital Markets,$15.00 ,$13.75 ,$16.21 ,8.07%,($1.25),$1.21 ,3,
3/21/2014,Amber Road ,AMBR,Stifel,$13.00 ,$17.50 ,$17.00 ,30.77%,$4.50 ,$4.00 ,2,
3/21/2014,Borderfree ,BRDR,Credit Suisse/ RBC Capital Markets/ Pacific Crest Securities,$16.00 ,$21.00 ,$20.00 ,25.00%,$5.00 ,$4.00 ,3,
3/21/2014,Ruthigen ,RTGN,Dawson James Securities,$7.25 ,$8.32 ,$7.25 ,0.00%,$1.07 ,$0.00 ,1,
3/21/2014,TPG Specialty Lending  ,TSLX,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs/ Citigroup/ Wells Fargo Securities/ Barclays,$16.00 ,$16.05 ,$16.00 ,0.00%,$0.05 ,$0.00 ,1,
3/21/2014,Versartis  ,VSAR,Morgan Stanley/ Citigroup,$21.00 ,$28.00 ,$31.37 ,49.38%,$7.00 ,$10.37 ,3,
3/26/2014,King Digital Entertainment plc   (KING),KING,J.P. Morgan/ Credit Suisse/ BofA Merrill Lynch/ Barclays/ Deutsche Bank/ RBC Capital Markets,$22.50 ,$20.50 ,$19.00 ,-15.56%,($2.00),($3.50),3,Missed
3/26/2014,Nord Anglia Education ,NORD,Credit Suisse/ Goldman Sachs/ J.P. Morgan,$16.00 ,$17.50 ,$18.00 ,12.50%,$1.50 ,$2.00 ,3,
3/27/2014,Applied Genetic Technologies ,AGTC,BMO Capital Markets/ Wedbush PacGrow Life Sciences,$12.00 ,$12.75 ,$14.76 ,23.00%,$0.75 ,$2.76 ,2,
3/27/2014,Square 1 Financial  ,SQBK,"Sandler ONeill & Partners/ Keefe, Bruyette & Woods (A Stifel Company)",$18.00 ,$20.00 ,$20.60 ,14.44%,$2.00 ,$2.60 ,2,
3/27/2014,TriNet Group   ,TNET,J.P. Morgan/ Morgan Stanley/ Deutsche Bank Securities,$16.00 ,$18.50 ,$19.10 ,19.38%,$2.50 ,$3.10 ,3,
3/28/2014,"2U, Inc. ",TWOU,Goldman Sachs/ Credit Suisse,$13.00 ,$13.00 ,$13.98 ,7.54%,$0.00 ,$0.98 ,3,Missed
3/28/2014,Aerohive Networks ,HIVE,Goldman Sachs/ BofA Merrill Lynch,$10.00 ,$8.95 ,$10.00 ,0.00%,($1.05),$0.00 ,3,Missed
3/28/2014,Bluerock Residential Growth REIT ,BRG,Wunderlich Securities,$14.50 ,$14.58 ,$14.55 ,0.34%,$0.08 ,$0.05 ,1,
3/28/2014,CBS Outdoor Americas   ,CSBSO,Goldman Sachs/ BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley,$28.00 ,$30.10 ,$29.50 ,5.36%,$2.10 ,$1.50 ,2,
3/28/2014,Energous ,WATT,"MDB Capital Group, LLC",$6.00 ,$9.50 ,$10.58 ,76.33%,$3.50 ,$4.58 ,N/C,
3/28/2014,Everyday Health  ,EVDY,J.P. Morgan/ Credit Suisse/ Citigroup,$14.00 ,$14.50 ,$13.50 ,-3.57%,$0.50 ,($0.50),3,Missed
4/1/2014,1347 Property Insurance Holdings ,PIH,Aegis Capital Corp,$8.00 ,$8.00 ,$7.95 ,-0.62%,$0.00 ,($0.05),1,
4/2/2014,Rubicon Project (The) ,RUBI,"Morgan Stanley/ Goldman Sachs/ RBC Capital Markets, LLC",$15.00 ,$17.50 ,$20.09 ,33.93%,$2.50 ,$5.09 ,1,Missed
4/3/2014,Corium International ,CORI,Jefferies/ Leerink Partners,$8.00 ,$8.26 ,$8.00 ,0.00%,$0.26 ,$0.00 ,1,
4/3/2014,Tarena International,TEDU,Goldman Sachs (Asia)/ Credit Suisse,$9.00 ,$9.86 ,$9.06 ,0.67%,$0.86 ,$0.06 ,2,
4/4/2014,Five9 ,FIVN,J.P. Morgan/ Barclays/ BofA Merrill Lynch,$7.00 ,$7.95 ,$7.64 ,9.14%,$0.95 ,$0.64 ,1,
4/4/2014,Grubhub   ,GRUB,Citigroup/ Morgan Stanley,$26.00 ,$40.00 ,$34.00 ,30.77%,$14.00 ,$8.00 ,2,
4/4/2014,IMS Health Holdings  ,IMS,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,$20.00 ,$22.18 ,$23.00 ,15.00%,$2.18 ,$3.00 ,2,
4/4/2014,Opower ,OPWR,Morgan Stanley/ Goldman Sachs,$19.00 ,$25.00 ,$23.00 ,21.05%,$6.00 ,$4.00 ,3,
4/9/2014,iKang Healthcare Group ,KANG,BofA Merrill Lynch/ UBS Investment Bank,$14.00 ,$16.50 ,$15.20 ,8.57%,$2.50 ,$1.20 ,3,
4/9/2014,La Quinta Holdings  ,LQ,J.P. Morgan/ Morgan Stanley/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ Wells Fargo Securities,$17.00 ,$16.50 ,$17.12 ,0.71%,($0.50),$0.12 ,1,
4/10/2014,Adamas Pharmaceuticals ,ADMS,Credit Suisse/ Piper Jaffray,$16.00 ,$16.89 ,$14.01 ,-12.44%,$0.89 ,($1.99),2,
4/10/2014,Ally Financial ,ALLY,"Citigroup/ Goldman, Sachs/ Morgan Stanley/ Barclays/ Deutsche Bank Securities",$25.00 ,$24.25 ,$23.98 ,-4.08%,($0.75),($1.02),1,
4/10/2014,Cerulean Pharma  ,CERU,Leerink Partners,$7.00 ,$7.10 ,$6.85 ,-2.14%,$0.10 ,($0.15),1,
4/11/2014,Committed Capital Acquisition Corporation II  ,CCAQU,Broadband Capital Management LLC,$5.00 ,$5.05 ,$5.05 ,1.00%,$0.05 ,$0.05 ,1,
4/11/2014,"Enable Midstream Partners, LP ",ENBL,Morgan Stanley/ Barclays/ Goldman Sachs,$20.00 ,$21.50 ,$22.20 ,11.00%,$1.50 ,$2.20 ,2,
4/11/2014,Farmland Partners   ,FPI,"Baird, BMO Capital Markets, Janney Montgomery Scott",$14.00 ,$13.75 ,$12.98 ,-7.29%,($0.25),($1.02),1,
4/11/2014,Phibro Animal Health ,PAHC,BofA Merrill Lynch/ Morgan Stanley/ Barclays,$15.00 ,$16.31 ,$17.00 ,13.33%,$1.31 ,$2.00 ,1,
4/11/2014,Zoe's Kitchen  ,ZOES,Jefferies/ Piper Jaffray/ Baird,$15.00 ,$25.65 ,$24.72 ,64.80%,$10.65 ,$9.72 ,3,
4/15/2014,City Office REIT  ,CIO,Janney Montgomery Scott/ Wunderlich Securities/ Oppenheimer,$12.50 ,$12.50 ,$12.40 ,-0.80%,$0.00 ,($0.10),1,
4/15/2014,Paycom Software ,PAYC,Barclays/ J.P. Morgan,$15.00 ,$17.90 ,$15.35 ,2.33%,$2.90 ,$0.35 ,1,
4/16/2014,Moelis  ,MC,Goldman Sachs/ Morgan Stanley/ Moelis & Company,$25.00 ,$27.00 ,$26.15 ,4.60%,$2.00 ,$1.15 ,1,
4/16/2014,Opus Bank  ,OPB,"J.P. Morgan Securities/ Credit Suisse/ Sandler ONeill & Partners/ Keefe, Bruyette & Woods, Inc. (A Stifel Company)",$30.00 ,$30.00 ,$29.33 ,-2.23%,$0.00 ,($0.67),1,
4/16/2014,TriVascular Technologies  ,TRIV,J.P. Morgan/ Credit Suisse,$12.00 ,$11.35 ,$13.79 ,14.92%,($0.65),$1.79 ,1,
4/17/2014,Leju Holdings Limited ,LEJU,Credit Suisse/ J.P. Morgan,$10.00 ,$10.80 ,$11.86 ,18.60%,$0.80 ,$1.86 ,1,
4/17/2014,Sabre  ,SABR,Morgan Stanley/ Goldman Sachs/ BofA Merrill Lynch/ Deutsche Bank Securities,$16.00 ,$16.79 ,$16.50 ,3.13%,$0.79 ,$0.50 ,1,
4/17/2014,Sportsmans Warehouse Holdings  ,SPWH,Credit Suisse/ Goldman Sachs,$9.50 ,$9.50 ,$9.75 ,2.63%,$0.00 ,$0.25 ,1,
4/17/2014,Vital Therapies ,VTL,BofA Merrill Lynch/ Credit Suisse,$12.00 ,$12.25 ,$12.00 ,0.00%,$0.25 ,$0.00 ,1,
4/17/2014,Weibo,WB,Goldman Sachs (Asia)/ Credit Suisse,$17.00 ,$16.27 ,$20.24 ,19.06%,($0.73),$3.24 ,1,
4/25/2014,Quotient ,QTNTU,UBS Investment Bank/ Baird/ Cowen ,$8.00 ,$7.90 ,$7.45 ,-6.88%,($0.10),($0.55),1,
5/2/2014,Aldeyra Therapeutics ,ALDX,Aegis Capital Corp,$8.00 ,$7.50 ,$7.20 ,-10.00%,($0.50),($0.80),1,
5/2/2014,"Ares Management, L.P. 
 
",ARES,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley/ Wells Fargo Securities,$19.00 ,$18.15 ,$18.60 ,-2.11%,($0.85),($0.40),1,
5/2/2014,Papa Murphy's Holdings ,FRSH,Jefferies/ Baird/ Wells Fargo Securities,$11.00 ,$12.10 ,$11.05 ,0.45%,$1.10 ,$0.05 ,1,
5/2/2014,SCYNEXIS ,SCYX,RBC Capital Markets/ Canaccord Genuity,$10.00 ,$9.65 ,$9.00 ,-10.00%,($0.35),($1.00),1,
5/7/2014,GasLog Partners LP  ,GLOP,Citigroup,$21.00 ,$25.50 ,$26.11 ,24.33%,$4.50 ,$5.11 ,3,
5/8/2014,Alder BioPharmaceuticals  ,ALDR,Credit Suisse/ Leerink Partners,$10.00 ,$10.35 ,$10.03 ,0.30%,$0.35 ,$0.03 ,1,
5/8/2014,Cheetah Mobile  ,CMCM,Morgan Stanley/ J.P. Morgan/ Credit Suisse,$14.00 ,$15.25 ,$14.10 ,0.71%,$1.25 ,$0.10 ,2,
5/8/2014,K2M Group Holdings ,KTWO,Piper Jaffray/ Barclays/ Wells Fargo Securities,$15.00 ,$15.00 ,$15.00 ,0.00%,$0.00 ,$0.00 ,1,
5/9/2014,Alcentra Capital ,ABDC,"Raymond James/ Robert W. Baird/ Keefe, Bruyette & Woods (A Stifel Company )",$15.00 ,$15.00 ,$15.05 ,0.33%,$0.00 ,$0.05 ,1,
5/9/2014,Tuniu ,TOUR,Morgan Stanley/ Credit Suisse/ China Renaissance,$9.00 ,$9.00 ,$10.07 ,11.89%,$0.00 ,$1.07 ,2,
5/9/2014,PBF Logistics LP ,PBFX,Barclays/ UBS Investment Bank,$23.00 ,$28.00 ,$27.68 ,20.35%,$5.00 ,$4.68 ,3,
5/14/2014,ServisFirst Bancshares ,SFBS,Sandler ONeill & Partners,$91.00 ,$91.00 ,$85.00 ,-6.59%,$0.00 ,($6.00),2,Missed
5/15/2014,Zendesk ,ZEN,Goldman Sachs/ Morgan Stanley/ Credit Suisse,$9.00 ,$11.40 ,$13.43 ,49.22%,$2.40 ,$4.43 ,1,Missed
5/16/2014,Jumei International Holding  ,JMEI,Goldman Sachs (Asia)/ Credit Suisse/ J.P. Morgan,$22.00 ,$27.74 ,$24.18 ,9.91%,$5.74 ,$2.18 ,3,
5/16/2014,TrueCar ,TRUE,Goldman Sachs/ J.P. Morgan,$9.00 ,$9.70 ,$10.06 ,11.78%,$0.70 ,$1.06 ,1,
5/22/2014,JD.com ,JD,BofA Merrill Lynch/ UBS Investment Bank,$19.00 ,$21.70 ,$20.90 ,10.00%,$2.70 ,$1.90 ,3,
5/22/2014,SunEdison Semiconductor  ,SEMI,Deutsche Bank Securities/ Goldman Sachs/ Wells Fargo Securities,$13.00 ,$15.01 ,$15.00 ,15.38%,$2.01 ,$2.00 ,1,Missed
5/23/2014,Agile Therapeutics  ,AGRX,RBC Capital Markets/ William Blair & Company,$6.00 ,$5.50 ,$5.54 ,-7.67%,($0.50),($0.46),1,
5/23/2014,Heritage Insurance Holdings   ,HRTG,Citigroup,$11.00 ,$11.55 ,$11.50 ,4.55%,$0.55 ,$0.50 ,1,
5/23/2014,Parsley Energy ,PE,Credit Suisse/ Goldman Sachs/ J.P. Morgan/ Wells Fargo Securities,$18.50 ,$22.30 ,$22.20 ,20.00%,$3.80 ,$3.70 ,3,
5/23/2014,Superior Drilling Products   ,SDPI,"Roth Capital Partners, LLC",$4.00 ,$4.00 ,$4.49 ,12.25%,$0.00 ,$0.49 ,1,
6/6/2014,Arista Networks ,ANET,Morgan Stanley/ Citigroup,$43.00 ,$55.25 ,$55.00 ,27.91%,$12.25 ,$12.00 ,3,
6/6/2014,Radius Health  ,RDUS,Jefferies/ Cowen and Company,$8.00 ,$8.05 ,$8.01 ,0.12%,$0.05 ,$0.01 ,1,
6/6/2014,WL Ross Holding  ,WLRHU,Deutsche Bank Securities/ BofA Merrill Lynch,$10.00 ,$10.80 ,$10.15 ,1.50%,$0.80 ,$0.15 ,1,
6/12/2014,Mobile Iron  ,MOBL,Morgan Stanley/ Goldman Sachs/ Deutsche Bank Securitie/ Barclays,$9.00 ,$10.00 ,$11.02 ,22.44%,$1.00 ,$2.02 ,3,
6/12/2014,Trinseo S.A.  ,TSE,Goldman Sachs/ Deutsche Bank Securities/ Citigroup/ Morgan Stanley/ Barclays/ BofA Merrill Lynch/ HSBC/ Jefferies/ Mizuho Securities/ Scotiabank/ SMBC Nikko/ Wells Fargo Securities,$19.00 ,$20.43 ,$20.25 ,6.58%,$1.43 ,$1.25 ,2,
6/12/2014,Zhaopin Ltd ,ZPIN,Credit Suisse/ UBS Investment Bank,$13.50 ,$14.51 ,$14.65 ,8.52%,$1.01 ,$1.15 ,3,
6/13/2014,Abengoa Yield plc ,ABY,Citigroup/ BofA Merrill Lynch,$29.00 ,$35.15 ,$37.00 ,27.59%,$6.15 ,$8.00 ,3,
6/13/2014,Aspen Aerogels ,ASPN,Barclays/ J.P. Morgan/ Citigroup,$11.00 ,$11.00 ,$10.75 ,-2.27%,$0.00 ,($0.25),1,
6/13/2014,Memorial Resource Development  ,MRD,Citigroup/ Barclays/ BofA Merrill Lynch/ BMO Capital Markets/ Goldman Sachs/ Raymond James/ RBC Capital Markets/ Wells Fargo Securities,$19.00 ,$21.26 ,$22.16 ,16.63%,$2.26 ,$3.16 ,2,
6/18/2014,Century Communities ,CCS,FBR/ J.P. Morgan/ Deutsche Bank Securities,$23.00 ,$23.00 ,$21.25 ,-7.61%,$0.00 ,($1.75),2,Missed
6/18/2014,Foresight Energy LP ,FELP,Barclays/ Citigroup/ Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ Deutsche Bank Securities,$20.00 ,$20.00 ,$19.00 ,-5.00%,$0.00 ,($1.00),2,Missed
6/18/2014,Parnell Pharmaceuticals Holdings   ,PARN,Jefferies/ Piper Jaffray,$10.00 ,$9.25 ,$8.05 ,-19.50%,($0.75),($1.95),1,
6/18/2014,Signal Genetics ,SGNL,Aegis Capital Corp,$10.00 ,$9.25 ,$9.09 ,-9.10%,($0.75),($0.91),1,
6/18/2014,Viper Energy Partners LP ,VNOM,Barclays/ Credit Suisse/ Wells Fargo Securities,$26.00 ,$31.50 ,$32.35 ,24.42%,$5.50 ,$6.35 ,3,
6/18/2014,ZS Pharma  ,ZSPH,J.P. Morgan/ Credit Suisse,$18.00 ,$27.21 ,$28.38 ,57.67%,$9.21 ,$10.38 ,2,
6/19/2014,Ardelyx  ,ARDX,Citigroup/ Leerink Partners,$14.00 ,$14.50 ,$14.11 ,0.79%,$0.50 ,$0.11 ,2,
6/19/2014,Markit Ltd.  ,MRKT,BofA Merrill Lynch/ Barclays/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ HSBC/ J.P. Morgan/ Morgan Stanley/ UBS Investment Bank,$24.00 ,$26.15 ,$26.70 ,11.25%,$2.15 ,$2.70 ,3,
6/19/2014,ZAFGEN ,ZFGN,Leerink Partners/ Cowen and Company,$16.00 ,$20.00 ,$19.75 ,23.44%,$4.00 ,$3.75 ,2,
6/20/2014,Eclipse Resources ,ECR,Citigroup/ Goldman Sachs/ Morgan Stanley/ Barclays/ BMO Capital Market/ Deutsche Bank Securities/ KeyBanc Capital Market/ RBC Capital Markets,$27.00 ,$27.00 ,$25.75 ,-4.63%,$0.00 ,($1.25),2,Missed
6/20/2014,Kite Pharma  ,KITE,Jefferies/ Credit Suisse/ Cowen and Company,$17.00 ,$25.45 ,$29.00 ,70.59%,$8.45 ,$12.00 ,3,
6/24/2014,Xunlei Limited ,XNET,J.P. Morgan/ Citigroup,$12.00 ,$14.21 ,$14.90 ,24.17%,$2.21 ,$2.90 ,3,
6/25/2014,Adeptus Health  ,ADPT,Deutsche Bank Securities/ Goldman Sachs,$22.00 ,$25.16 ,$25.75 ,17.05%,$3.16 ,$3.75 ,2,
6/25/2014,Imprivata  ,IMPR,J.P. Morgan/ Piper Jaffray,$15.00 ,$17.00 ,$16.25 ,8.33%,$2.00 ,$1.25 ,3,
6/25/2014,Materialise NV ,MTLS,Piper Jaffray/ Credit Suisse,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,3,Missed
6/25/2014,Amphastar Pharmaceuticals  ,AMPH,Jefferies/ BMO Capital Markets/ Piper Jaffray,$7.00 ,$7.00 ,$8.75 ,25.00%,$0.00 ,$1.75 ,2,
6/26/2014,Garnero Group Acquisition ,GGACU,EarlyBirdCapital,$10.00 ,$10.03 ,$10.01 ,0.10%,$0.03 ,$0.01 ,1,
6/26/2014,GoPro   ,GPRO,J.P. Morgan/ Citigroup/ Barclays,$24.00 ,$28.65 ,$31.34 ,30.58%,$4.65 ,$7.34 ,3,
6/26/2014,ServiceMaster Global Holdings , SERV,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ Morgan Stanley,$17.00 ,$17.45 ,$17.95 ,5.59%,$0.45 ,$0.95 ,1,
6/26/2014,TCP International Holdings Ltd.  ,TCPI,Deutsche Bank Securities/ Piper Jaffray,$11.00 ,$11.00 ,$10.43 ,-5.18%,$0.00 ,($0.57),1,
6/27/2014,Michaels Companies  (The) ,MIK,J.P. Morgan/ Goldman Sachs/ Barclays/ Deutsche Bank Securities,$17.00 ,$17.00 ,$17.02 ,0.12%,$0.00 ,$0.02 ,1,
6/27/2014,"NextEra Energy Partners, LP  ",NEP,BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley,$25.00 ,$32.55 ,$32.00 ,28.00%,$7.55 ,$7.00 ,3,
7/1/2014,Investar Holding  ,ISTR,Sandler O’Neill + Partners/ Sterne Agee,$14.00 ,$14.23 ,$14.20 ,1.43%,$0.23 ,$0.20 ,1,
7/1/2014,Minerva Neurosciences ,NERV,Jefferies,$6.00 ,$6.00 ,$6.05 ,0.83%,$0.00 ,$0.05 ,1,
7/2/2014,GlobeImmune  ,GBIM,Aegis Capital Corp.,$10.00 ,$11.00 ,$11.05 ,10.50%,$1.00 ,$1.05 ,1,
7/16/2014,1347 Capital Corp. ,TFSCU,EarlyBirdCapital,$10.00 ,$10.00 ,$10.03 ,0.30%,$0.00 ,$0.03 ,1,
7/16/2014,iRadimed  ,IRMD,Roth Capital Partners,$6.25 ,$10.00 ,$9.90 ,58.40%,$3.75 ,$3.65 ,1,Missed
7/17/2014,CareDx  ,CDNA,Piper Jaffray/ Leerink Partners/ Raymond James/ Mizuho Securities,$10.00 ,$9.50 ,$9.05 ,-9.50%,($0.50),($0.95),1,
7/17/2014,Roka Bioscience  ,ROKA,BofA Merrill Lynch/ Leerink Partners,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,1,
7/17/2014,Terrapin 3 Acquisition ,TRTLU,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.01 ,0.10%,$0.00 ,$0.01 ,1,
7/18/2014,Globant S.A.  ,GLOB,J.P. Morgan/ Citigroup/ Credit Suisse,$10.00 ,$12.95 ,$11.25 ,12.50%,$2.95 ,$1.25 ,1,
7/18/2014,Sage Therapeutics ,SAGE,J.P. Morgan/ Goldman Sachs,$18.00 ,$27.00 ,$30.10 ,67.22%,$9.00 ,$12.10 ,3,
7/18/2014,TerraForm Power ,TERP,Goldman Sachs/Barclays/ Citigroup/J.P. Morgan/ Macquarie Capital,$25.00 ,$33.35 ,$33.09 ,32.36%,$8.35 ,$8.09 ,3,
7/18/2014,Trupanion ,TRUP,RBC Capital Markets/ Barclays/ Stifel,$10.00 ,$11.25 ,$11.40 ,14.00%,$1.25 ,$1.40 ,1,
7/18/2014,TubeMogul ,TUBE,BofA Merrill Lynch/ Citigroup/ RBC Capital Markets,$7.00 ,$9.00 ,$11.50 ,64.29%,$2.00 ,$4.50 ,1,
7/23/2014,Medical Transcription Billing  ,MTBC,Chardan Capital Markets/ Aegis Capital Corp/ Summer Street Research Partners,$5.00 ,$5.00 ,$4.28 ,-14.40%,$0.00 ,($0.72),1,
7/24/2014,Immune Design ,IMDZ,Jefferies/ Leerink Partners,$12.00 ,$12.41 ,$12.05 ,0.42%,$0.41 ,$0.05 ,1,
7/24/2014,Intersect ENT ,XENT,J.P. Morgan/ Piper Jaffray,$11.00 ,$13.20 ,$12.92 ,17.45%,$2.20 ,$1.92 ,1,
7/24/2014,Pfenex  ,PFNX,William Blair/ JMP Securities,$6.00 ,$6.00 ,$5.30 ,-11.67%,$0.00 ,($0.70),1,
